0.000000	 7.124345
0.017167	 4.702554
0.034335	 4.256421
0.051502	 2.915207
0.068670	 3.904474
0.085837	 -0.233076
0.103004	 2.947391
0.120172	 -0.219429
0.137339	 0.463753
0.154506	 -0.229082
0.171674	 1.590860
0.188841	 -1.668493
0.206009	 0.386209
0.223176	 0.593894
0.240343	 2.250602
0.257511	 -0.022078
0.274678	 0.685650
0.291845	 -0.377816
0.309013	 0.125253
0.326180	 0.290502
0.343348	 -1.624766
0.360515	 0.614671
0.377682	 0.637037
0.394850	 0.772459
0.412017	 1.921840
0.429185	 1.209076
0.446352	 2.638650
0.463519	 2.559792
0.480687	 3.709831
0.497854	 4.655731
0.515021	 3.212979
0.532189	 2.939488
0.549356	 1.804805
0.566524	 0.637175
0.583691	 -0.233418
0.600858	 -0.526171
0.618026	 -2.384214
0.635193	 -1.523343
0.652361	 -0.310909
0.669528	 -1.197655
0.686695	 -1.930884
0.703863	 -2.354996
0.721030	 -1.974447
0.738197	 0.587554
0.755365	 -1.101887
0.772532	 -2.016217
0.789700	 -1.556473
0.806867	 -0.081451
0.824034	 -2.462980
0.841202	 -2.231587
0.858369	 -2.592573
0.875536	 -3.016381
0.892704	 -3.301561
0.909871	 -1.773268
0.927039	 -0.758665
0.944206	 0.928622
0.961373	 1.958461
0.978541	 2.593593
0.995708	 2.168702
1.012876	 2.625944
1.030043	 0.495000
1.047210	 1.727622
1.064378	 0.036345
1.081545	 -1.773720
1.098712	 -1.904279
1.115880	 -3.195074
1.133047	 -2.453923
1.150215	 -2.249531
1.167382	 -1.513519
1.184549	 -4.841449
1.201717	 -4.547796
1.218884	 -3.283170
1.236052	 -2.399320
1.253219	 -1.627036
1.270386	 -2.309087
1.287554	 -4.914659
1.304721	 -3.541410
1.321888	 -2.728053
1.339056	 -3.521430
1.356223	 -2.970736
1.373391	 -3.666146
1.390558	 -3.075515
1.407725	 -1.879469
1.424893	 -0.693815
1.442060	 0.091232
1.459227	 0.911387
1.476395	 0.800784
1.493562	 2.214589
1.510730	 1.963711
1.527897	 2.622311
1.545064	 2.048371
1.562232	 0.199075
1.579399	 -1.261904
1.596567	 -2.360348
1.613734	 -1.955481
1.630901	 -2.705816
1.648069	 -3.250260
1.665236	 -2.727539
1.682403	 -3.063146
1.699571	 -1.319037
1.716738	 -2.043951
1.733906	 -0.050224
1.751073	 -0.709774
1.768240	 -0.539206
1.785408	 -2.402481
1.802575	 -1.401519
1.819742	 -1.087664
1.836910	 -2.929624
1.854077	 -2.188497
1.871245	 -1.573933
1.888412	 -2.385813
1.905579	 0.140101
1.922747	 1.671352
1.939914	 1.012748
1.957082	 3.185086
1.974249	 2.274301
1.991416	 3.991770
2.008584	 2.496756
2.025751	 4.954038
2.042918	 3.652991
2.060086	 2.419951
2.077253	 0.784020
2.094421	 1.993009
2.111588	 2.007375
2.128755	 -2.254864
2.145923	 0.677996
2.163090	 1.167744
2.180258	 0.174892
2.197425	 -0.959083
2.214592	 1.509477
2.231760	 0.778974
2.248927	 0.510574
2.266094	 -0.146093
2.283262	 1.438957
2.300429	 1.382899
2.317597	 -0.342447
2.334764	 0.585666
2.351931	 -1.107805
2.369099	 1.062887
2.386266	 0.807347
2.403433	 1.321297
2.420601	 2.324838
2.437768	 4.273558
2.454936	 5.061858
2.472103	 5.549082
2.489270	 5.564612
2.506438	 5.551427
2.523605	 5.771197
2.540773	 4.744181
2.557940	 4.325807
2.575107	 2.360374
2.592275	 -0.709502
2.609442	 1.965386
2.626609	 2.547357
2.643777	 0.508608
2.660944	 -0.062967
2.678112	 0.077912
2.695279	 0.390777
2.712446	 0.837671
2.729614	 -0.073249
2.746781	 0.607127
2.763948	 0.018224
2.781116	 0.985232
2.798283	 0.048800
2.815451	 0.426948
2.832618	 -0.575827
2.849785	 0.430100
2.866953	 -0.249744
2.884120	 2.096823
2.901288	 -1.365814
2.918455	 0.693077
2.935622	 3.127560
2.952790	 5.587745
2.969957	 3.462623
2.987124	 4.118945
3.004292	 3.859541
3.021459	 5.060856
3.038627	 2.759399
3.055794	 2.806031
3.072961	 0.767803
3.090129	 -1.208743
3.107296	 -0.510158
3.124464	 -0.980499
3.141631	 -0.576156
3.158798	 -2.094868
3.175966	 -2.496731
3.193133	 -1.077086
3.210300	 -1.127711
3.227468	 -0.883240
3.244635	 -1.174516
3.261803	 -0.057391
3.278970	 -1.134534
3.296137	 -0.002842
3.313305	 -1.230702
3.330472	 -2.044813
3.347639	 -4.522346
3.364807	 -2.237947
3.381974	 -2.085426
3.399142	 -1.095350
3.416309	 -0.061924
3.433476	 -0.611215
3.450644	 1.477892
3.467811	 0.793893
3.484979	 3.741208
3.502146	 0.540790
